id	label	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Occurrences>	score<Avg. pub. year>
131	abrasive wear behaviour	0.7932	-0.1797	5	147	162	4	2010.75
132	abrasive wear mechanism	1.1021	-0.3713	5	182	211	5	2019.2
133	abrasive wear rate	1.2408	-0.0714	5	115	128	3	2015
134	abrasive wear resistance	1.0325	-0.287	2	250	315	10	2016.6
135	abrasive wear test	1.1277	-0.3331	2	172	197	5	2009.8
136	abrupt change	0.296	-0.1137	3	244	290	8	2013.75
137	abrupt decrease	0.4861	0.0988	2	133	146	4	2012.25
138	abrupt increase	0.0613	-0.261	4	380	443	10	2012
139	abs	-0.791	-0.5854	3	1170	2441	62	2015.9355
140	abs matrix	-0.9181	-0.8376	3	368	586	17	2014
141	abs mwnt nanocomposite	-1.0186	-0.9587	3	74	119	3	2012
142	abs nanocomposite	-0.7641	-0.6553	3	268	366	10	2016.1
143	abs polymer	-0.7749	-0.7607	3	103	116	3	2018.6667
144	absence	-0.0281	-0.1456	3	3258	6632	168	2014.5833
145	absolute value	0.3971	0.0635	4	249	285	8	2016.25
146	absorbance	-0.4299	0.5951	1	1591	2977	71	2018.2958
147	absorbed dose	-0.5383	0.1609	1	184	217	5	2019.6
148	absorbed water	0.047	-0.5671	3	226	263	6	2017.3333
149	absorbent	-0.3809	0.3716	8	530	690	18	2019.8889
150	absorber	-0.2777	0.6629	8	1203	2236	61	2019.5902
151	absorber layer	0.0278	0.8584	1	401	542	13	2019
152	absorber thickness	-0.0818	0.8585	8	404	612	18	2015.5
153	absorbing material	-0.2981	0.5829	8	245	312	8	2020.625
154	absorbing performance	-0.1472	0.4386	8	319	497	14	2016.7857
155	absorbing property	-0.5907	0.3817	8	291	347	10	2015.3
156	absorption	-0.1824	0.5163	1	4011	9695	245	2017.2367
157	absorption band	-0.2284	0.6301	1	1097	1871	45	2016.2667
158	absorption bandwidth	-0.1724	0.8352	8	498	813	24	2017.7083
159	absorption coefficient	-0.3242	0.6126	1	812	1380	35	2018.9429
160	absorption edge	-0.2254	0.9061	1	868	1322	32	2016.0312
161	absorption index	-0.7749	0.9576	1	141	213	4	2021
162	absorption intensity	-0.304	0.7329	8	617	848	21	2017.7619
163	absorption kinetic	0.7537	0.4136	2	111	126	4	2012.5
164	absorption loss	-0.1899	0.3773	1	229	253	5	2018.6
165	absorption mechanism	-0.3439	0.2914	8	245	288	8	2018.375
166	absorption peak	-0.2531	0.7391	1	1022	1661	43	2015.3953
167	absorption performance	-0.293	0.791	8	624	1038	26	2021
168	absorption process	0.0931	0.1173	8	261	330	8	2019.75
169	absorption property	-0.1064	0.7691	8	863	1369	40	2018.55
170	absorption spectra	-0.2926	0.8373	1	977	1587	38	2015.7368
171	absorption spectroscopy	-0.2321	0.7482	1	616	848	23	2013.8696
172	absorption spectrum	-0.2516	0.7438	1	439	537	12	2017.9167
173	absorption study	-0.2491	0.3713	1	243	285	7	2019.7143
174	abstract	0.1123	0.0905	6	2577	5134	132	2019.3258
175	abt	-0.8736	0.3973	6	124	135	3	2021.3333
176	abundance	0.206	0.3548	1	839	1040	23	2017.6957
177	abundant active site	-0.2989	0.8989	1	183	197	5	2020.2
178	abundant hydroxyl group	-0.6758	0.393	7	107	112	3	2022.3333
179	ac breakdown strength	-0.7257	-0.3618	7	309	486	12	2018.1667
180	ac condition	-0.6586	0.2523	7	88	127	3	2017.6667
181	ac conductance	0.173	0.7493	1	101	123	3	2013.3333
182	ac conduction	-0.4368	0.3957	1	292	374	9	2013.2222
183	ac conduction mechanism	-0.2735	0.5548	1	132	138	3	2018.3333
184	ac conductivity	-0.6337	0.5694	1	3498	11871	276	2017.8152
185	ac conductivity behavior	-0.5747	0.8476	1	127	139	3	2017.6667
186	ac conductivity curf	-0.1869	0.8782	1	87	110	3	2017.3333
187	ac conductivity data	-0.3428	0.8788	1	170	259	7	2019.5714
188	ac conductivity increase	-0.7013	0.632	13	361	515	12	2017.5
189	ac conductivity measurement	-0.4771	0.5067	1	654	1047	25	2016.88
190	ac conductivity result	-0.6253	0.8588	1	137	188	4	2018
191	ac conductivity spectra	-0.6616	0.6777	7	257	355	8	2019.125
192	ac conductivity spectrum	-0.152	1.0396	7	82	146	3	2011.6667
193	ac conductivity value	-0.6437	0.341	7	159	174	5	2017.2
194	ac dc conductivity	-0.6984	0.402	3	154	224	7	2018.4286
195	ac dc conductivity performance	-0.2456	0.7152	1	99	124	3	2011
196	ac electric field	-0.2924	-0.6993	4	234	350	7	2015.8571
197	ac electrical characterization	-0.2164	0.12	11	74	114	3	2011.6667
198	ac electrical conductivity	-0.8316	0.4428	7	1238	2494	58	2018.431
199	ac electrical conductivity increase	-1.0578	0.285	7	142	229	8	2019.375
200	ac electrical property	-0.3698	0.5159	1	793	1474	43	2016.3953
201	ac electrical response	-0.1755	0.6547	1	116	140	5	2012.4
202	ac field	-0.6277	-0.3331	3	200	241	7	2010.4286
203	ac impedance	-0.3307	0.6574	1	201	213	4	2015
204	ac impedance measurement	-0.0737	0.7692	1	140	148	4	2017.25
205	ac impedance spectra	0.0891	0.1222	1	159	167	4	2016
206	ac impedance spectroscopy	0.0707	0.6501	1	687	1127	31	2014.0323
207	ac measurement	0.003	0.5979	1	132	160	4	2020.5
208	ac voltage	-0.4491	0.2203	7	233	282	9	2016.5556
209	aca	-0.7621	-0.2819	7	99	179	5	2017.6
210	acac	-0.0163	0.6105	1	318	372	10	2018.3
211	academia	-0.2291	-0.1286	8	408	510	12	2019.6667
212	acceleration	0.1315	-0.0179	4	525	680	18	2016.1111
213	accelerator	-0.2178	0.3061	1	374	412	10	2016
214	acceptable biocompatibility	1.0251	0.5106	5	181	278	4	2020.25
215	acceptable level	0.5165	-0.2258	2	100	124	3	2016.6667
216	acceptable range	0.1583	-0.1699	7	115	121	3	2017.3333
217	acceptable value	-0.6607	0.4838	9	127	167	4	2021.25
218	access	-0.0753	0.1578	8	536	645	17	2017.4706
219	accessibility	-0.4309	0.4842	1	469	593	14	2019.2143
220	accompanying change	1.4423	-0.1091	2	105	112	3	2008.6667
221	accord	-0.4124	-0.3751	4	129	176	4	2020
222	accordance	-0.0221	-0.1274	1	1854	3181	76	2016.9737
223	accordion	-0.774	0.3746	1	59	64	3	2019.6667
224	account	-0.0292	-0.4205	4	3112	6639	172	2015.0465
225	accounting	-0.0937	-0.4955	4	362	437	12	2017.75
226	accumulation	-0.1931	-0.0148	7	1885	3174	80	2017.4875
227	accumulative drawing	0.9588	-0.3692	2	65	122	4	2017
228	accumulative roll	1.1008	-0.5287	2	159	212	5	2018.8
229	accumulative roll bonding	0.9291	-0.6516	2	927	2074	55	2017.8545
230	accumulative roll bonding process	1.0426	-0.6992	2	313	486	14	2016.4286
231	accuracy	-0.1447	-0.6745	4	1665	3267	85	2019
232	accurate estimation	0.0794	-1.1284	4	101	116	3	2018.6667
233	accurate model	0.0331	-1.1248	4	122	135	3	2018.3333
234	accurate prediction	0.057	-0.4489	4	210	312	9	2018.3333
235	acetate	0.0611	0.3225	1	857	1193	33	2011
236	acetic acid	-0.2727	0.4956	1	612	835	20	2015.55
237	acetone	-0.5439	0.35	1	1157	2003	49	2017.551
238	acetonitrile	-0.3984	0.5066	1	190	200	3	2019.6667
239	acetylacetonate	0.113	0.5783	1	419	518	13	2016.2308
240	acetylacetone	-0.0216	0.786	1	113	116	3	2020.6667
241	acetylation	-0.6738	-0.2533	3	175	194	4	2017.5
242	acetylene	0.6043	0.5753	5	394	494	13	2013.9231
243	acetylene gas	0.9698	0.6555	5	116	170	4	2015.25
244	achievement	-0.0568	-0.1236	8	1012	1432	36	2016.3611
245	acicular morphology	0.5365	-0.491	6	101	107	3	2014
246	acid	-0.5465	0.0841	6	4684	12093	303	2015.4257
247	acid attack	0.6807	0.1812	5	144	152	4	2018.5
248	acid concentration	-0.2713	0.1401	3	366	490	12	2017.0833
249	acid etching	-0.148	0.348	5	183	195	5	2017.4
250	acid hydrolysis	-0.8181	-0.4103	6	332	459	12	2013.1667
251	acid leaching	-0.0028	0.3692	8	137	146	4	2017.25
252	acid medium	0.4883	0.4526	5	216	236	6	2015.5
253	acid solution	0.0381	0.2905	1	719	1061	28	2015.4643
254	acid treatment	-0.3697	-0.1381	3	999	1783	42	2015.8095
255	acidic	-0.361	-0.0933	6	416	500	12	2016.6667
256	acidic condition	-0.0508	0.3627	1	365	425	12	2016
257	acidic electrolyte	0.6276	0.4856	5	156	173	5	2014.4
258	acidic environment	-0.225	-0.2014	6	263	277	7	2020.1429
259	acidic medium	-0.3675	0.6247	1	634	891	20	2018.25
260	acidic solution	-0.3241	0.0515	4	542	770	17	2015.7647
261	acidic treatment	-0.5107	-0.8974	10	81	125	3	2014
262	acidity	-0.061	0.7469	1	294	335	8	2017.75
263	acm	0.0984	-0.0886	6	189	256	6	2013.1667
264	acm2	0.5347	0.0366	5	190	255	7	2020.5714
265	acnt	-0.3311	-0.4424	3	198	247	7	2013
266	acnt c	0.4692	-0.2165	8	80	123	4	2006
267	acnt c nanocomposite	0.4751	-0.2063	8	55	87	3	2004.6667
268	acnt preform	0.506	-0.2456	8	51	84	3	2006
269	acnts	-0.0558	-0.0862	8	163	184	5	2010.6
270	aco	-0.5846	0.1781	1	98	104	3	2017.3333
271	acoustic cavitation	0.7019	-0.6226	2	152	163	3	2020.6667
272	acoustic emission	0.2892	-0.8172	4	141	170	6	2010.6667
273	acoustic wave	-0.1346	-0.2588	4	221	253	6	2019.1667
274	acquisition	-0.1865	-0.956	4	174	257	5	2017.2
275	acrylamide	-0.7572	-0.0316	6	794	1332	33	2016.0606
276	acrylamide co acrylic acid	-0.3593	-0.4455	6	82	148	3	2019.3333
277	acrylamide monomer	-0.6768	0.6777	1	89	94	3	2013
278	acrylamido	-0.8334	-0.1451	6	321	401	10	2013.3
279	acrylate	-0.5732	-0.3526	3	854	1380	34	2016.5
280	acrylic acid	-0.7282	-0.1934	6	1222	2138	55	2013.6364
281	acrylic matrix	-0.5091	-0.2158	4	184	202	4	2019.25
282	acrylic monomer	-0.3529	-0.081	6	255	280	6	2015.1667
283	acrylic polymer	-0.3868	-0.0763	8	158	181	6	2009
284	acrylic resin	-0.3713	-0.0125	6	452	628	16	2016.125
285	acrylic rubber	-0.954	-0.3249	3	102	169	4	2017.75
286	acrylonitrile	-0.6036	-0.3185	3	303	399	10	2016.1
287	acrylonitrile butadiene rubber	-0.7357	-0.8164	3	406	555	12	2017.4167
288	acrylonitrile butadiene styrene	-0.8529	-0.7067	3	437	660	17	2015.5882
289	acrylonitrile butadiene styrene copolymer	-0.9236	-0.112	9	101	115	3	2004.6667
290	acrylonitrilebutadienestyrene	-0.7986	-1.0517	3	167	258	6	2019.3333
291	act	-0.0202	0.0466	8	2047	3517	89	2016.1685
292	action	0.033	-0.1773	6	2578	4854	118	2017.6441
293	activated carbon	-0.1213	0.7545	1	480	638	16	2019.1875
294	activated sintering	1.0089	0.1251	2	106	124	4	2004.75
295	activation	0.0164	0.1591	1	1787	2807	72	2017.0278
296	activation energy	-0.0389	0.2823	1	4284	11763	293	2015.8191
297	activation energy value	-0.4336	0.4038	1	483	645	16	2017.6875
298	activation process	0.2978	0.3731	2	170	189	5	2013
299	activation volume	0.7107	-0.336	2	302	358	10	2015.9
300	activator	-0.3608	-0.4393	10	565	931	24	2016.9167
301	active adsorption site	-0.3757	1.3839	1	147	259	3	2020.6667
302	active area	0.0889	0.7616	5	248	330	8	2016.25
303	active catalyst	-0.3275	0.5762	1	210	239	7	2016
304	active center	-0.2753	0.3279	3	271	308	9	2015.4444
305	active component	-0.3377	0.7176	1	466	609	15	2016.4
306	active element	0.3668	0.1903	1	181	213	6	2015.1667
307	active filler	0.1645	-0.0233	6	149	155	4	2011.75
308	active film	-0.6517	0.0735	6	232	282	7	2021.1429
309	active food packaging	-0.7617	0.021	6	232	300	8	2021.375
310	active food packaging material	-0.6634	0.1792	6	102	112	3	2021.3333
311	active group	-0.7182	-0.6556	3	163	231	5	2018.2
312	active ingredient	-0.727	0.0986	6	84	92	3	2021.3333
313	active layer	-0.3384	0.5689	1	1118	1762	45	2018.3111
314	active material	-0.3321	0.5653	1	809	1123	28	2017.5714
315	active packaging	-0.8428	0.0544	6	284	376	9	2021.2222
316	active packaging application	-0.9373	-0.24	6	126	135	3	2019
317	active phase	0.0564	0.2491	4	181	189	4	2015
318	active photocatalyst	-0.1512	0.9755	1	292	358	9	2016.3333
319	active radical species	-0.3838	1.3684	1	108	133	3	2020.3333
320	active site	-0.2793	0.7694	1	1780	3264	86	2018.8721
321	active species	-0.422	1.0607	1	654	1056	21	2017.619
322	active substance	-0.1156	0.6483	1	214	227	4	2018
323	active surface	0.1107	0.5346	1	281	313	8	2015.375
324	active surface area	0.0638	0.524	1	479	622	16	2017.1875
325	activity	-0.2962	0.4302	1	4321	10451	258	2017.593
326	actual density	0.6172	-0.33	2	117	128	3	2022.3333
327	actual microstructure	0.1796	-0.6674	4	89	93	3	2015.6667
328	actual sample	-0.5782	0.7287	1	128	141	3	2021.3333
329	actuation	-0.4792	-0.3803	4	717	1089	31	2016.4194
330	actuation application	-0.3894	-0.3746	4	126	137	4	2020
331	actuator	-0.2391	-0.1996	4	1550	2822	73	2016.411
332	acyl chloride	-0.7316	-0.1018	3	171	187	4	2017.75
333	ad hoc	-0.3794	-0.6222	7	84	125	3	2012.6667
334	adaptability	0.0555	0.0589	8	517	612	14	2020.5
335	adaptation	0.2273	-0.3922	4	290	327	8	2014.375
336	adaptive material	-0.2379	-0.2877	4	121	173	4	2018.5
337	adaptive neuro fuzzy inference system	0.2906	-0.5075	2	99	106	3	2017.3333
338	adb	1.0347	-0.4848	2	115	233	6	2015
339	addition	0.0452	-0.1603	3	21215	157987	4053	2016.379
340	addition amount	-0.0194	0.468	1	351	408	10	2019.5
341	addition level	0.3611	-0.5426	2	240	265	7	2016.8571
342	additional advantage	-0.668	0.4534	8	149	156	3	2019.3333
343	additional annealing	0.2489	-0.0129	2	122	125	3	2010.6667
344	additional benefit	-0.0466	-0.0684	6	114	118	3	2019
345	additional coating	-0.2556	0.3579	6	102	106	3	2019
346	additional element	0.9787	0.5448	2	84	88	3	2001.6667
347	additional functionality	-0.3442	-0.1201	3	85	88	3	2011.3333
348	additional heating	0.7428	-0.2546	2	143	145	3	2012
349	additional improvement	0.2354	-0.1197	5	149	160	4	2019.25
350	additional increase	0.4186	-0.6731	3	127	137	4	2013.75
351	additional investigation	-1.2334	-0.0025	8	43	81	3	2013.6667
352	additional nucleation site	-0.0571	-0.7362	3	124	130	3	2016
353	additional phonon scattering	0.6024	0.4872	11	95	165	3	2017.6667
354	additional phonon scattering center	0.5738	0.5001	2	48	80	3	2013.3333
355	additional process	0.1659	0.0231	6	160	165	4	2016.75
356	additional sample	-0.8855	-0.1606	10	90	140	3	2012.6667
357	additional sensor	-0.0659	-0.8182	4	102	157	3	2017.3333
358	additional strengthening	1.1812	-0.7524	5	66	98	3	2017.6667
359	additional study	0.3691	0.0788	5	137	142	3	2017.3333
360	additivation	-0.1954	-0.6122	3	110	118	3	2019
361	additive	0.1243	-0.1258	2	4620	11331	304	2015.9441
362	additive amount	0.0181	0.0927	8	228	263	8	2015.75
363	additive concentration	-0.2255	-0.3033	4	216	295	8	2018
364	additive content	0.0116	-0.3624	7	238	324	10	2013.9
365	additive manufacturing	0.3917	-0.4553	2	1599	2937	68	2020.6029
366	additive manufacturing process	0.5292	-0.4552	2	429	609	16	2020.0625
367	additive manufacturing technique	0.1892	-0.4551	2	143	158	4	2018
368	additive manufacturing technology	0.3257	-0.493	2	333	406	9	2019.8889
369	additive multilayer deposition	-0.8224	-0.3495	8	70	116	3	2015.6667
370	additive technology	0.2038	-0.2283	4	96	141	3	2019
371	additively	0.5033	-0.5543	2	279	322	7	2021.8571
372	adduct	-0.2698	-0.3643	6	185	253	6	2017.1667
373	adequate dispersion	-0.0845	-0.6746	4	115	124	3	2013
374	adequate mechanical strength	0.295	-0.0816	6	133	140	3	2020
375	adequate morphology	-1.107	-0.9961	3	69	168	4	2012.5
376	adequate property	-0.0401	0.1488	1	114	117	3	2020.6667
377	adherence	0.3169	0.1107	5	542	724	17	2017.2353
378	adhesife	-0.5458	-0.2735	13	704	1109	25	2017.36
379	adhesion	0.1878	-0.1953	5	4610	11630	286	2016.9126
380	adhesion behavior	1.5583	0.4012	5	132	296	6	2021.5
381	adhesion energy	0.3383	-0.555	4	217	295	8	2015.25
382	adhesion factor	-0.8864	-0.7109	3	123	132	3	2021
383	adhesion force	-0.0331	-0.2022	8	455	615	16	2017.8125
384	adhesion promoter	-0.5025	-0.7303	3	92	98	3	2012.3333
385	adhesion property	0.6013	0.1702	5	537	743	18	2017.1111
386	adhesion strength	0.7233	0.1279	5	1629	3185	81	2016.0864
387	adhesion test	0.7247	0.1114	5	535	705	17	2016.2353
388	adhesion wear	1.1111	-0.0926	5	198	263	7	2016.1429
389	adhesive	-0.0493	-0.476	4	1047	1752	43	2019.2558
390	adhesive failure	1.0783	-0.0204	5	204	252	5	2020.2
391	adhesive force	-0.6487	-0.2706	6	165	248	7	2013.4286
392	adhesive joint	-0.089	-0.5467	4	187	217	5	2018.6
393	adhesive layer	-0.0223	-0.6446	4	231	286	7	2015.4286
394	adhesive material	-0.4025	-0.5991	4	165	178	4	2022.75
395	adhesive phase	0.1904	-0.8595	4	66	108	3	2020.3333
396	adhesive property	-0.3616	-0.6403	3	264	331	9	2016.5556
397	adhesive strength	0.7726	0.2648	5	714	1014	25	2015.76
398	adhesive type	1.1053	0.1938	5	134	145	3	2015
399	adhesive wear	1.0478	-0.0933	5	550	824	21	2016.9524
400	adhesive wear mechanism	0.8659	-0.567	5	189	210	5	2021.2
401	adhesiveness	-0.6345	-0.0061	6	277	321	8	2019.875
402	adjacent grain	1.1769	0.0272	2	121	136	4	2011
403	adjustable dielectric property	-0.6517	0.0301	7	88	94	3	2014
404	adjustable sensitivity	-0.5223	0.0786	8	116	127	3	2018
405	adjustment	0.1694	0.3699	5	794	1113	28	2016.2143
406	admittance	-0.0388	0.3817	7	228	274	7	2019
407	admixing	-0.222	-0.685	10	105	121	3	2011
408	admixture	0.0249	-0.3943	10	449	659	17	2018.1765
409	adoption	-0.1486	-0.0147	6	263	278	6	2019.6667
410	adsorbability	-0.2846	0.6571	1	98	104	3	2018.6667
411	adsorbed dye	-0.5426	0.4845	1	119	131	3	2017.6667
412	adsorbed layer	-0.4943	-0.4053	4	148	161	4	2015.25
413	adsorbed polymer	-0.5087	-0.5728	4	124	141	4	2017.5
414	adsorbent	-0.4557	0.6997	1	1058	2109	52	2019.2115
415	adsorbent dosage	-0.5504	0.7642	1	250	337	8	2021
416	adsorption	-0.3452	0.5231	1	3733	9003	224	2016.9375
417	adsorption ability	-0.4966	0.7917	1	304	376	11	2016.0909
418	adsorption behavior	-0.4154	0.5513	1	268	316	9	2019.1111
419	adsorption capability	-0.4383	0.739	1	363	463	10	2018
420	adsorption capacity	-0.4573	0.6423	1	1217	2339	60	2019.2
421	adsorption desorption	-0.2998	1.1308	1	106	112	3	2017.3333
422	adsorption desorption cycle	-0.6209	0.681	1	123	136	3	2022
423	adsorption efficiency	-0.5629	0.9239	1	322	466	11	2019.2727
424	adsorption isotherm	-0.454	0.5732	1	565	831	20	2018.45
425	adsorption kinetic	-0.4919	0.8022	1	496	763	17	2019.2353
426	adsorption measurement	-0.5788	0.5917	1	233	276	7	2015.2857
427	adsorption mechanism	-0.3959	0.6368	1	315	393	9	2019.2222
428	adsorption performance	-0.5453	0.5821	1	521	693	17	2020.1765
429	adsorption process	-0.5179	0.656	1	742	1249	29	2019.6552
